id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
395,São Paulo,130,3,2,2,4,true,true,350000,0,4500,434500
396,São Paulo,69,3,2,0,7,true,true,190000,18500,2500,276000
397,Campinas,306,3,2,2,-,true,true,250000,42200,3800,296000
398,São Paulo,187,3,2,3,-,true,true,350000,19300,5300,424600
399,São Paulo,385,3,4,3,-,true,true,900000,150000,13600,1064000
400,São Paulo,355,4,4,3,-,true,true,730000,66000,11000,807000
401,Porto Alegre,90,2,1,1,2,true,true,110000,38000,1700,190200
402,São Paulo,190,3,4,4,-,true,true,500000,27500,7600,535100
403,Campinas,181,2,1,2,-,true,true,140000,13200,2200,155400
404,São Paulo,350,3,5,4,13,true,true,349000,175000,4500,928500
405,Belo Horizonte,168,5,3,2,2,true,true,290000,40800,3900,479000
406,Rio de Janeiro,73,2,1,0,1,true,true,280000,20400,3700,464100
407,São Paulo,378,5,5,4,4,true,true,300000,200000,3900,903900
408,Campinas,60,2,1,1,-,true,true,130000,18000,2000,150000
409,Belo Horizonte,362,4,5,0,19,true,true,1500000,197500,20000,2131000
410,São Paulo,90,3,2,0,-,true,true,170000,13600,2600,186200
411,Rio de Janeiro,42,1,1,0,4,true,true,197300,7900,2600,257800
412,Rio de Janeiro,56,2,1,1,18,true,true,100000,8800,1300,166900
413,São Paulo,16,1,1,0,1,true,true,85000,3000,1100,89100
414,São Paulo,90,2,2,2,15,true,true,1000000,0,12700,1153000
415,Belo Horizonte,67,1,1,0,13,true,true,85000,5500,1200,129200
416,São Paulo,488,4,3,3,-,true,true,640000,121400,8200,2182000
417,Rio de Janeiro,30,1,1,0,10,true,true,110000,6000,1500,202500
418,São Paulo,290,6,3,4,-,true,true,800000,152500,12100,964600
419,São Paulo,266,3,3,4,10,true,true,640000,150000,8200,1268000
420,Campinas,47,2,1,1,4,true,true,90000,2500,1200,119700
421,Rio de Janeiro,590,6,6,2,-,true,true,800000,97500,12200,984700
422,São Paulo,900,4,9,8,1,true,true,1500000,570000,22600,2093000
423,São Paulo,86,2,1,1,-,true,true,220000,11000,3400,234400
424,São Paulo,290,3,3,2,-,true,true,1500000,100000,22600,1623000
425,Porto Alegre,84,3,2,2,4,true,true,330000,10000,4900,419900
426,São Paulo,160,3,1,2,-,true,true,500000,22500,7600,530100
427,São Paulo,37,1,1,0,3,true,true,350000,12700,4500,414200
428,Campinas,73,3,1,1,4,true,true,85000,4600,1100,121500
429,São Paulo,350,4,5,5,17,true,true,1500000,240000,19100,1999000
430,Rio de Janeiro,57,1,1,0,2,true,true,110000,1000,1500,132500
431,Campinas,48,1,1,0,9,true,true,65000,2100,900,103000
432,Rio de Janeiro,30,1,1,0,8,true,true,80000,2500,1100,122600
433,Campinas,198,6,3,4,-,true,true,200000,14500,3100,217600
434,Porto Alegre,47,1,1,0,2,true,true,100000,5900,1500,137400
435,Porto Alegre,60,2,1,1,3,true,true,80000,2200,1200,108400
436,São Paulo,230,3,3,0,9,true,true,500000,10900,6400,687300
437,Belo Horizonte,90,2,1,1,-,true,true,152000,0,2500,154500
438,Rio de Janeiro,129,3,2,1,8,true,true,325500,16700,4200,466400
439,São Paulo,240,4,4,4,22,true,true,667200,41700,8500,915400
440,Porto Alegre,55,1,1,0,14,true,true,102000,2900,1500,176400
441,Porto Alegre,52,1,1,0,-,true,true,120000,4200,1800,141000
442,São Paulo,250,3,4,3,8,true,true,600000,108900,7700,877600
443,São Paulo,200,3,2,2,19,true,true,1000000,112100,12700,1382000
444,Belo Horizonte,312,4,3,3,1,true,true,230000,46300,3100,429200
445,São Paulo,230,5,5,3,-,true,true,990000,62000,14900,1067000
446,São Paulo,72,2,2,2,9,true,true,248000,20900,3200,347100
447,São Paulo,55,2,1,0,5,true,true,240000,2400,3100,307500
448,Rio de Janeiro,72,2,2,1,2,true,true,360000,13300,4700,469400
449,São Paulo,50,2,1,0,-,true,true,120000,8300,1900,130200
450,São Paulo,17,1,1,0,1,true,true,270000,500,3500,274000
451,Belo Horizonte,160,3,3,2,4,true,true,240000,26300,3200,284500
452,São Paulo,214,4,4,3,5,true,true,652000,118700,8300,1043000
453,Rio de Janeiro,65,1,1,0,-,true,true,180000,3000,2400,215400
454,São Paulo,136,3,2,1,10,true,true,650000,26700,4700,811400
455,Porto Alegre,70,2,2,1,6,true,true,190000,5700,2800,242500
456,Porto Alegre,38,1,1,0,2,true,true,65000,35000,1000,135000
457,São Paulo,450,8,5,5,-,true,true,800000,100000,12100,912100
458,Rio de Janeiro,67,2,1,1,2,true,true,220000,13000,2900,357600
459,São Paulo,20,1,1,0,1,true,true,110000,3500,1400,114900
460,São Paulo,41,1,1,0,12,true,true,153000,6000,2000,190000
461,São Paulo,50,2,1,1,7,true,true,155000,700,2000,207700
462,São Paulo,205,3,3,3,-,true,true,552500,57500,8400,618400
463,São Paulo,100,3,2,1,-,true,true,330000,50000,5000,385000
464,São Paulo,190,3,4,4,16,true,true,1500000,116000,19100,1920000
465,Belo Horizonte,45,2,1,0,-,true,true,135000,0,2300,137300
466,Campinas,57,1,1,1,2,true,true,80000,6600,1100,148200
467,Porto Alegre,88,1,2,2,3,true,true,160000,4000,2400,200400
468,São Paulo,70,1,1,1,10,true,true,340000,8000,4400,398300
469,São Paulo,76,2,2,0,11,true,true,280000,0,3600,348200
470,Rio de Janeiro,36,1,1,0,10,true,true,137000,2900,1800,186700
471,Porto Alegre,61,2,2,2,11,true,true,250000,4200,3700,302400
472,São Paulo,280,4,3,6,-,true,true,1250000,70600,18800,1339000
473,São Paulo,480,5,6,3,-,true,true,500000,100000,7600,607600
474,Campinas,45,1,1,1,17,true,true,195000,0,2500,197500
475,São Paulo,42,1,1,0,9,true,true,150000,18400,2000,299400
476,Porto Alegre,62,2,1,0,4,true,true,73600,2800,1100,112700
477,São Paulo,38,2,1,0,2,true,true,150000,0,2000,161000
478,São Paulo,44,1,1,1,8,true,true,240000,0,3100,300900
479,São Paulo,75,3,2,2,11,true,true,280000,16700,3600,363300
480,Rio de Janeiro,66,2,1,1,2,true,true,125000,0,1700,191700
481,São Paulo,125,3,3,2,-,true,true,280000,3800,4300,288100
482,Campinas,62,2,1,2,7,true,true,150000,9000,2000,221900
483,São Paulo,77,2,1,1,5,true,true,310000,46400,4000,475200
484,São Paulo,136,2,4,2,7,true,true,480000,24200,6100,664300
485,São Paulo,200,4,2,1,5,true,true,500000,32800,6400,750700
486,São Paulo,35,1,1,0,1,true,true,130500,0,1700,157200
487,São Paulo,250,4,3,2,-,true,true,450000,10000,6800,467800
488,São Paulo,90,2,2,2,-,true,true,410000,0,6200,416200
489,Campinas,72,2,2,1,7,true,true,85000,900,1100,135000
490,São Paulo,168,3,3,5,16,true,true,350000,18400,4500,540400
491,Porto Alegre,360,3,4,3,5,true,true,1320000,50000,19300,1789000
492,Campinas,38,1,1,1,9,true,true,74000,3000,1000,128000
493,São Paulo,23,1,1,1,26,true,true,230000,5900,3000,287600
494,Porto Alegre,440,3,3,3,7,true,true,1050000,8400,15400,1084000
495,São Paulo,120,3,3,2,9,true,true,350000,10900,4500,485400
496,Rio de Janeiro,90,2,2,0,5,true,true,250000,8400,3300,344700
497,Porto Alegre,125,4,2,0,7,true,true,163200,15000,1400,280200
498,São Paulo,200,3,4,3,6,true,true,505800,120000,6500,812300
499,São Paulo,190,3,3,2,5,true,true,326000,29200,4200,539400
500,Belo Horizonte,123,3,2,1,3,true,true,260000,14300,3500,314100
501,Campinas,53,2,1,1,-,true,true,200000,4100,2600,235100
502,Rio de Janeiro,70,2,1,1,2,true,true,218000,6000,2900,282900
503,São Paulo,90,2,2,2,17,true,true,1220000,45400,15500,1431000
504,São Paulo,95,3,2,0,-,true,true,159000,0,2400,161400
505,Campinas,74,3,1,1,4,true,true,90000,4000,1200,142600
506,São Paulo,64,1,1,1,15,true,true,360000,0,4600,426600
507,São Paulo,155,4,5,3,14,true,true,600000,62500,7700,855200
508,Rio de Janeiro,125,3,1,2,3,true,true,220000,15900,2900,338800
509,São Paulo,40,1,1,1,9,true,true,158000,2500,2100,197600
510,Porto Alegre,350,3,2,4,-,true,true,652200,49200,11600,713000
511,Belo Horizonte,417,3,5,8,-,true,true,765000,45000,12600,822600
512,Porto Alegre,350,4,4,4,-,true,true,600000,19200,10700,629900
513,São Paulo,40,1,1,1,8,true,true,280000,10000,3600,337600
514,São Paulo,30,1,1,1,15,true,true,350000,12700,4500,434000
515,São Paulo,142,3,4,2,4,true,true,450000,37500,5800,603300
516,Porto Alegre,110,3,3,2,5,true,true,400000,30000,5900,565900
517,São Paulo,100,4,4,1,-,true,true,1000000,900,15100,1016000
518,São Paulo,377,5,4,3,-,true,true,800000,90000,12100,902100
519,São Paulo,230,2,3,3,17,true,true,800000,63300,10200,1131000
520,São Paulo,35,1,1,0,5,true,true,180000,9100,700,234800
521,São Paulo,32,1,1,1,16,true,true,290000,0,3700,347000
522,São Paulo,74,2,1,1,5,true,true,202400,7100,800,267200
523,São Paulo,147,2,3,4,19,true,true,120000,37500,1600,419100
524,São Paulo,35,1,1,0,3,true,true,250000,6000,3200,307200
525,Rio de Janeiro,26,1,1,0,7,true,true,150000,8400,2000,223400
526,São Paulo,70,2,2,1,5,true,true,170000,500,2200,224400
527,São Paulo,150,3,3,3,19,true,true,280000,74000,3600,537600
528,São Paulo,200,3,3,2,-,true,true,800000,29200,12100,841300
529,Campinas,60,1,1,1,14,true,true,110000,4900,1400,174600
530,São Paulo,250,4,5,3,2,true,true,255000,33400,3300,461700
531,São Paulo,44,1,2,0,12,true,true,330000,12600,4200,676800
532,São Paulo,250,7,5,2,-,true,true,600000,0,9100,609100
533,São Paulo,157,3,2,0,7,true,true,450000,34700,5800,623000
534,São Paulo,97,2,2,0,1,true,true,560000,0,7100,687100
535,Belo Horizonte,548,4,7,6,17,true,true,1500000,248400,20000,2359000
536,São Paulo,28,1,1,0,1,true,true,132500,0,1700,134200
537,São Paulo,250,3,4,0,1,true,true,1000000,166700,12700,1379000
538,Belo Horizonte,193,4,2,2,-,true,true,890000,25500,14600,930100
539,Belo Horizonte,428,5,5,4,-,true,true,960000,66700,15800,1043000
540,São Paulo,50,2,1,0,2,true,true,95000,0,1300,116300
541,São Paulo,135,2,3,2,5,true,true,1230000,54200,15600,1500000
542,Rio de Janeiro,103,2,2,1,8,true,true,160000,22100,2100,237200
543,Campinas,103,3,2,2,2,true,true,136000,29200,1800,317000
544,São Paulo,80,3,2,1,-,true,true,150000,15000,2000,241000
545,São Paulo,160,3,3,2,10,true,true,400000,39000,5100,567000
546,São Paulo,238,4,3,4,24,true,true,1020000,181600,13000,1513000
547,Belo Horizonte,500,7,4,4,-,true,true,550000,16700,9100,575800
548,São Paulo,580,5,5,4,4,true,true,1500000,220000,19100,2729000
549,São Paulo,80,1,1,0,-,true,true,137000,5000,2100,144100
550,São Paulo,210,4,5,3,12,true,true,297500,118400,3800,681700
551,Porto Alegre,106,3,3,1,7,true,true,225000,18600,3300,336900
552,Rio de Janeiro,30,1,1,0,11,true,true,120000,2100,1600,173700
553,São Paulo,156,3,2,1,-,true,true,200000,14700,3100,217800
554,São Paulo,60,1,1,1,-,true,true,125000,0,1900,126900
555,São Paulo,200,3,4,0,2,true,true,360000,78000,4600,809800
556,São Paulo,70,2,2,0,1,true,true,100000,13800,1300,143100
557,São Paulo,177,4,5,4,5,true,true,920000,95900,11700,1178000
558,São Paulo,103,3,3,2,-,true,true,250000,1900,3800,329200
559,São Paulo,440,4,4,4,-,true,true,1200000,250000,18100,1468000
560,São Paulo,65,2,1,1,8,true,true,170000,9200,2200,241400
561,Belo Horizonte,260,5,3,3,12,true,true,400000,48700,5400,654100
562,São Paulo,200,4,4,6,-,true,true,432000,37500,6500,476000
563,São Paulo,96,3,2,1,12,true,true,305000,23100,3900,444200
564,São Paulo,68,2,2,1,2,true,true,290000,13700,3700,376400
565,Belo Horizonte,300,5,5,5,-,true,true,450000,45000,7400,502400
566,São Paulo,34,1,1,0,2,true,true,75000,2700,1000,109200
567,Campinas,398,5,6,0,2,true,true,850000,70000,10800,1281000
568,Belo Horizonte,100,1,1,0,1,true,true,260000,0,3500,263500
569,Belo Horizonte,176,4,5,3,6,true,true,650000,70400,8700,942700
570,Belo Horizonte,90,2,2,2,4,true,true,400000,25000,5400,480400
571,Belo Horizonte,680,7,6,8,-,true,true,800000,42800,13200,856000
572,Belo Horizonte,220,4,3,0,9,true,true,1500000,113800,20000,1934000
573,São Paulo,110,2,2,2,-,true,true,212000,17400,3200,232600
574,São Paulo,180,3,2,1,2,true,true,550000,25500,7000,708500
575,São Paulo,36,1,1,1,8,true,true,180000,9300,800,231100
576,Belo Horizonte,450,4,4,4,8,true,true,1270000,83600,17000,1610000
577,Rio de Janeiro,103,3,2,0,1,true,true,330000,33600,4300,449100
578,Porto Alegre,101,2,2,2,5,true,true,180000,50000,2700,280700
579,São Paulo,196,4,4,0,11,true,true,600000,145800,7700,998500
580,Rio de Janeiro,28,1,1,0,-,true,true,198000,6800,2600,256900
581,São Paulo,260,3,4,4,-,true,true,450000,0,6800,456800
582,São Paulo,330,4,2,5,-,true,true,187000,40000,2900,229900
583,Rio de Janeiro,70,3,2,1,6,true,true,118900,9600,1600,190800
584,Rio de Janeiro,33,1,1,0,3,true,true,120000,1300,1600,172900
585,São Paulo,160,3,3,2,3,true,true,1050000,50500,13400,1334000
586,São Paulo,60,2,1,1,9,true,true,135000,4200,1800,191600
587,São Paulo,36,1,1,1,1,true,true,137900,9900,1000,161800
588,São Paulo,20,1,1,0,1,true,true,206000,0,2700,208700
589,Porto Alegre,70,2,1,0,1,true,true,75000,2600,1100,116200
590,São Paulo,180,3,4,4,-,true,true,470000,200,7100,477300
591,São Paulo,105,3,3,1,5,true,true,215000,0,2800,315800
592,São Paulo,275,4,5,4,1,true,true,970000,133400,12300,1536000
593,Belo Horizonte,450,2,2,5,-,true,true,151200,7100,2500,160800
594,Campinas,360,4,6,4,-,true,true,770000,30000,11600,898000
595,São Paulo,140,2,2,1,5,true,true,190000,15000,2500,277500
596,São Paulo,900,3,5,8,-,true,true,800000,225000,12100,1037000
597,Porto Alegre,152,3,5,3,9,true,true,600000,32100,8800,800900
598,São Paulo,280,3,4,3,-,true,true,800000,50000,12100,862100
599,São Paulo,230,4,4,3,5,true,true,250000,93400,3200,603000
600,Campinas,92,3,2,3,6,true,true,210000,16700,2700,299400
601,Belo Horizonte,58,1,1,1,-,true,true,110000,3400,1900,115300
602,Campinas,41,2,1,1,5,true,true,119300,0,1600,145700
603,São Paulo,206,4,4,3,10,true,true,1200000,91700,15300,1496000
604,Campinas,214,3,3,2,1,true,true,590000,22700,7500,821800
605,São Paulo,110,2,2,1,18,true,true,171000,0,2200,301800
606,Belo Horizonte,100,2,1,0,-,true,true,77700,2500,1300,81500
607,Belo Horizonte,80,2,2,1,4,true,true,120000,0,1600,146600
608,Belo Horizonte,311,3,4,3,20,true,true,1300000,175300,17400,1800000
609,São Paulo,200,2,3,2,1,true,true,1500000,66700,19100,1756000
610,Campinas,96,3,2,2,10,true,true,320000,18900,4100,423000
611,Rio de Janeiro,140,4,2,1,1,true,true,600000,38000,7800,815800
612,São Paulo,138,3,3,2,17,true,true,707000,38200,9000,864200
613,São Paulo,140,3,3,1,6,true,true,390000,35900,5000,650900
614,Rio de Janeiro,60,2,2,1,2,true,true,125000,0,1700,185900
615,São Paulo,40,1,1,0,-,true,true,60000,3400,1000,64400
616,São Paulo,178,3,4,4,6,true,true,1020000,66700,13000,1370000
617,São Paulo,140,3,3,2,-,true,true,490000,2500,7400,499900
618,São Paulo,72,2,1,0,1,true,true,102000,0,1300,189700
619,São Paulo,117,2,1,1,5,true,true,270000,1100,3500,346600
620,São Paulo,35,1,1,1,1,true,true,97700,3000,1300,102000
621,Porto Alegre,42,1,1,0,1,true,true,89000,0,1300,126300
622,Belo Horizonte,29,1,1,0,1,true,true,110000,800,1500,112300
623,São Paulo,130,2,1,0,1,true,true,215000,900,2800,283700
624,Rio de Janeiro,100,3,2,1,4,true,true,500000,33300,6500,774800
625,Rio de Janeiro,39,1,1,0,4,true,true,60900,4400,800,111100
626,São Paulo,61,1,1,0,9,true,true,160000,0,2100,201500
627,Campinas,750,4,5,5,-,true,true,1040000,66700,15700,1122000
628,Belo Horizonte,142,4,3,2,3,true,true,270000,27700,3600,391300
629,Campinas,650,4,4,8,-,true,true,750000,20000,11300,781300
630,São Paulo,69,2,2,0,-,true,true,170000,7300,2600,179900
631,São Paulo,100,2,2,4,-,true,true,260000,4600,4000,268600
632,Belo Horizonte,300,4,2,2,3,true,true,800000,50000,10700,1036000
633,São Paulo,190,3,4,3,14,true,true,274000,90000,3500,537500
634,Rio de Janeiro,115,2,2,0,13,true,true,450000,273100,5800,823900
635,Campinas,119,3,1,1,5,true,true,120000,10000,1600,224200
636,São Paulo,100,2,3,1,4,true,true,189000,4200,2400,315600
637,São Paulo,55,2,1,1,3,true,true,108700,0,1400,150100
638,São Paulo,44,1,1,1,2,true,true,300000,8900,3900,385200
639,São Paulo,316,4,6,4,18,true,true,800000,196300,10200,1483000
640,São Paulo,83,2,3,2,-,true,true,350000,16700,5300,392000
641,Belo Horizonte,1000,5,7,8,-,true,true,1498000,190400,24600,1713000
642,São Paulo,150,3,2,1,8,true,true,480000,0,6100,603300
643,São Paulo,53,2,1,1,7,true,true,420000,4200,5400,474600
644,São Paulo,49,2,1,1,-,true,true,97000,400,1300,138700
645,Campinas,185,3,3,2,6,true,true,220000,10000,2800,352800
646,Rio de Janeiro,40,1,1,0,-,true,true,120000,2000,1900,123900
647,São Paulo,65,2,1,0,3,true,true,114000,900,1500,181800
648,São Paulo,67,3,2,1,10,true,true,156000,7200,2000,214800
649,São Paulo,46,1,1,1,9,true,true,220000,3500,2800,276300
650,Campinas,205,3,2,1,2,true,true,220000,15600,2800,333400
651,Porto Alegre,550,5,5,3,-,true,true,900000,50000,16000,966000
652,Campinas,50,1,1,1,3,true,true,65000,3300,900,108500
653,São Paulo,266,4,5,4,7,true,true,1090000,116700,13900,1511000
654,Rio de Janeiro,280,3,2,2,10,true,true,800000,112600,10400,1237000
655,São Paulo,1600,6,6,6,-,true,true,760000,183400,11500,954900
656,São Paulo,70,1,1,0,4,true,true,240000,15600,3100,334700
657,São Paulo,84,3,2,2,8,true,true,234000,25000,3000,332000
658,Belo Horizonte,40,1,1,0,3,true,true,100000,11600,1400,162600
659,Rio de Janeiro,117,3,2,1,7,true,true,411000,38400,5300,529700
660,São Paulo,68,2,2,2,8,true,true,343000,23600,4400,474000
661,Belo Horizonte,140,2,2,2,11,true,true,280000,10400,3800,363400
662,São Paulo,450,4,2,3,-,true,true,1300000,100000,19600,1420000
663,Porto Alegre,44,1,2,0,3,true,true,135000,10000,2000,161000
664,São Paulo,40,1,1,1,3,true,true,320000,5200,4100,397900
665,São Paulo,70,1,2,1,1,true,true,825000,20900,10500,986400
666,São Paulo,50,1,2,0,-,true,true,90000,5000,1400,96400
667,Belo Horizonte,405,2,3,0,7,true,true,400000,69900,5400,825300
668,São Paulo,75,2,2,1,1,true,true,316000,16500,4100,406600
669,Belo Horizonte,80,3,3,1,3,true,true,150100,0,2000,208100
670,São Paulo,450,4,5,6,-,true,true,1200000,133400,18100,1352000
671,São Paulo,225,4,5,4,10,true,true,710600,0,9100,879700
672,São Paulo,250,3,2,3,35,true,true,1500000,108400,19100,1878000
673,São Paulo,60,2,1,1,5,true,true,220000,16500,2800,335800
674,São Paulo,31,1,1,1,9,true,true,340000,15000,4400,509400
675,São Paulo,100,3,1,3,-,true,true,200000,16400,3100,219500
676,Belo Horizonte,20,1,1,0,6,true,true,105000,7900,1400,156300
677,São Paulo,200,3,4,8,-,true,true,700000,2500,10600,713100
678,Campinas,50,1,1,1,8,true,true,169000,6200,2200,255400
679,São Paulo,61,3,2,2,15,true,true,220000,9000,2800,303000
680,São Paulo,200,3,4,2,3,true,true,980000,82000,12500,1522000
681,Belo Horizonte,100,2,2,0,-,true,true,1100000,10000,18100,1128000
682,São Paulo,365,4,5,6,4,true,true,1390000,258800,17700,2039000
683,São Paulo,38,1,1,0,13,true,true,300000,6400,3900,351700
684,Rio de Janeiro,49,2,1,0,4,true,true,135000,5800,1800,178800
685,São Paulo,207,3,5,4,6,true,true,1200000,93400,15300,1549000
686,Campinas,82,3,2,1,6,true,true,150000,14200,2000,248700
687,São Paulo,400,5,4,3,-,true,true,400000,25000,6100,431100
688,Rio de Janeiro,170,4,2,2,6,true,true,900000,83400,11600,1237000
689,Porto Alegre,105,3,2,2,3,true,true,289000,21700,4300,352000
690,São Paulo,383,4,4,5,2,true,true,300400,70900,3900,594100
691,São Paulo,168,3,3,3,3,true,true,270000,32200,3500,466200
692,São Paulo,53,2,2,1,10,true,true,240000,38900,3100,476000
693,Porto Alegre,320,4,3,2,-,true,true,450000,12500,8000,470500
694,São Paulo,300,3,4,3,18,true,true,990000,83400,12600,1436000
695,Campinas,100,3,2,3,-,true,true,220000,0,3400,223400
696,São Paulo,40,1,1,0,-,true,true,90000,8000,1200,99200
697,São Paulo,180,3,1,0,-,true,true,250000,33400,3800,287200
698,São Paulo,257,4,5,4,8,true,true,750000,110700,9600,1143000
699,São Paulo,178,2,4,2,2,true,true,700000,89100,8900,1028000
700,São Paulo,179,3,3,0,9,true,true,1200000,47200,15300,1445000
701,Porto Alegre,64,2,1,0,1,true,true,175000,4200,2600,211800
702,Porto Alegre,60,2,1,0,1,true,true,99000,2500,1500,135600
703,São Paulo,55,1,1,1,11,true,true,220000,14800,2800,307200
704,São Paulo,50,1,1,0,8,true,true,197000,0,2500,246500
705,São Paulo,82,3,2,2,19,true,true,199400,0,2600,249000
706,Rio de Janeiro,60,1,1,1,7,true,true,121000,10600,1600,198200
707,Porto Alegre,40,1,1,1,9,true,true,120000,6800,1800,258600
708,Campinas,230,4,4,8,-,true,true,510000,32000,7700,549700
709,São Paulo,73,2,1,1,2,true,true,130000,2000,1700,201700
710,São Paulo,79,2,2,1,1,true,true,200000,7500,2600,270100
711,São Paulo,230,3,4,2,3,true,true,480000,29200,6100,715300
712,Rio de Janeiro,214,3,3,3,4,true,true,1400000,105000,18100,1881000
713,São Paulo,120,2,1,0,-,true,true,150000,9000,2300,161300
714,São Paulo,200,4,2,1,-,true,true,250000,33400,3800,287200
715,Porto Alegre,85,3,2,2,9,true,true,330000,10200,4900,439100
716,São Paulo,45,1,1,1,1,true,true,552000,0,7000,859000
717,Porto Alegre,30,1,1,0,4,true,true,75500,2200,1200,98700
718,São Paulo,57,2,2,1,3,true,true,230000,0,3000,280600
719,São Paulo,500,4,7,3,-,true,true,1500000,250000,22600,1773000
720,São Paulo,322,4,5,5,17,true,true,1500000,187500,19100,1977000
721,São Paulo,20,1,1,0,3,true,true,153000,0,2000,177400
722,Porto Alegre,100,2,2,1,-,true,true,134600,0,2400,137000
723,São Paulo,620,4,6,4,1,true,true,1500000,452000,19100,2784000
